,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
6485,kos59125_dym,0,4,1,2,1423664266000,9,2,2,2,1,5,5,True,124,5,87,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2,2.0,2.4620573355817874,2372.0
6492,duncantl_codeanalysis,0,1,0,1,1404345501000,5,2,0,2,1,1,1,False,354,8,76,2.0,1.0,0.5,1.0,0.5,2.0,0.6666666666666666,2,,,
6494,renozao_dorng,2,0,12,2,1340629555000,8,1,3,3,0,4,4,True,384,5,498,38.0,1.0,0.16666666666666666,2.0,0.1111111111111111,3.0,0.16666666666666666,3,1.75,2.679112209427787,1611.666666666667
6499,jackstat_comppack,0,17,1,0,1365538120000,51,4,2,3,3,2,2,False,563,41,634,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,5.11266747868453,1642.0
6501,xd-deng_rtts,0,1,1,0,1432644495000,16,2,0,2,0,3,3,True,152,5,26,0.0,,,,,,,2,,,
6504,thierrygosselin_stackr,0,2,20,1,1432351296000,50,3,0,2,2,7,7,False,9050,35,3237,2.0,0.0,0.0,0.0,0.0,2.0,0.05555555555555555,2,1.6111111111111112,2.9324558602614417,1728.4117647058827
6505,gshotwell_easymake,1,4,5,1,1444060939000,6,2,3,3,1,13,13,False,158,7,101,0.0,1.0,0.1,3.0,0.2,3.0,0.2,3,1.75,2.424642616016845,1459.5
6512,manuelreif_svypvpack,0,1,2,0,1382622853000,5,2,0,1,0,1,1,True,929,27,289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.09769533445756,3923.5
6513,tatvic_rgoogleanalytics,5,16,3,0,1400093793000,6,2,27,28,78,111,111,True,677,19,742,30.0,0.0,0.0,3.0,0.03571428571428571,3.0,0.03448275862068965,28,2.0,2.587481632817981,1885.333333333333
6515,usgs-r_smwrbase,4,5,5,3,1362611747000,20,2,3,3,4,2,2,False,1967,70,3010,17.0,3.0,0.3,5.0,0.3333333333333333,6.0,0.4,3,1.75,1.8590982023481255,2372.0
6516,ltrr-arizona-edu_triforce,0,5,1,0,1432844831000,3,1,1,1,0,1,1,False,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4620573355817874,2372.0
6518,pjnewcombe_r2bglims,0,4,3,1,1398344618000,53,1,2,2,2,1,1,False,1666,22,705,1.0,1.0,0.5,0.0,0.0,1.0,0.25,2,3.0,3.223000406008932,3558.5
6519,stefano-meschiari_latex2exp,2,3,7,0,1434041329000,9,1,4,4,1,66,66,True,501,1,81,12.0,0.0,0.0,1.0,0.03571428571428571,1.0,0.03571428571428571,4,2.0,3.2504318346253864,1801.2857142857142
6523,halpo_dostats,1,1,2,1,1328713110000,14,1,1,1,0,3,3,True,188,11,436,10.0,0.0,0.0,1.0,0.5,1.0,0.5,1,2.0,2.4620573355817874,2570.5
6529,biostatmatt_sas7bdat,0,8,0,0,1303129608000,10,2,11,12,13,49,49,True,445,1,64,102.0,,,,,,,12,,,
6530,dennisprangle_abctools,1,0,5,1,1431681599000,10,1,2,2,0,2,2,True,1221,15,55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.4,1.2564758837299623,3064.5
6531,ropensci_csl,0,4,2,0,1422385825000,2,1,2,2,0,2,2,False,236,9,178,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2,2.0,2.572435395458105,1277.0
6532,jdeboer_gprediction,0,1,2,0,1378684635000,4,1,1,1,1,2,2,False,117,10,167,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2.0,2.572435395458105,1277.0
6533,gfragiadakis_fda-library,0,2,8,1,1442963529000,5,1,0,1,0,0,0,False,558,12,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.9018182341640981,2372.142857142857
6535,atomczik_linmod,0,1,0,0,1420659413000,2,2,0,1,0,0,0,False,112,1,8,1.0,,,,,,,1,,,
6540,ajschumacher_rjstat,2,8,4,0,1382741818000,17,2,5,5,3,26,26,True,173,1,46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.25,2.050478552429104,1797.0
6542,ironholds_webreadr,8,11,6,0,1426398842000,13,3,5,5,3,23,23,True,332,7,349,2.0,2.0,0.2222222222222222,5.0,0.3333333333333333,5.0,0.2777777777777778,5,1.6,3.6238739899682777,826.2
6543,ropensci_ieeer,2,9,7,0,1413549412000,16,4,5,5,3,6,6,False,319,7,198,2.0,1.0,0.05,6.0,0.24,6.0,0.24,5,2.5,3.952224267274312,1337.8333333333333
6547,wstockhausen_rtcsam2015,1,8,3,5,1414987611000,21,1,1,1,0,0,0,False,5955,123,2792,0.0,1.0,0.25,0.0,0.0,1.0,0.25,1,2.0,1.736497211404186,2737.0
6548,raphg_pepviz,0,2,0,4,1327960300000,2,2,2,2,1,2,2,False,1033,9,199,0.0,,,,,,,2,,,
6549,yutannihilation_choroplethrosakacity,0,2,5,0,1432483922000,5,1,0,1,0,2,2,False,53,3,59,0.0,0.0,0.0,1.0,0.2,1.0,0.2,1,2.5,2.780249408197987,1642.0
6554,jchrszcz_gemmr,0,7,7,0,1354988245000,21,2,0,2,0,1,1,True,1376,11,179,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,3.5991098308216145,1398.666666666667
6556,johnbaums_jagstools,2,6,2,0,1339048639000,13,3,3,3,2,3,3,False,86,6,242,6.0,,,,,,,3,,3.734015345268542,2737.0
6557,talkstats_tsfortunes,0,2,0,1,1361162025000,1,2,0,1,4,3,3,False,144,1,45,0.0,,,,,,,1,,,
6558,jacintoarias_exreport,7,21,2,5,1433959505000,13,2,2,2,2,0,0,True,2145,43,1254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5,1.4869186088535389,2554.5
6560,alishinski_clustrcompar,0,1,2,0,1439931125000,1,2,0,1,1,0,0,False,95,1,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,6.0009140767824505,456.0
6563,metacran_camo,0,1,3,0,1409637496000,3,1,1,1,0,1,1,False,74,7,27,0.0,2.0,0.6666666666666666,3.0,1.0,3.0,1.0,1,1.6666666666666667,,919.0
6564,neki_projetenjeusbt,0,7,3,1,1344852304000,6,1,1,1,0,0,0,False,796,11,263,0.0,,,,,,,1,,,
6565,iugrina_glycanr,0,1,6,0,1407313871000,18,1,2,2,1,1,1,True,948,10,405,0.0,0.0,0.0,3.0,0.3,3.0,0.3,2,1.8333333333333333,3.043094162857232,1581.166666666667
6566,se-a4s_formatse,0,1,8,0,1408890573000,9,1,0,1,0,0,0,False,417,12,253,0.0,1.0,0.14285714285714285,4.0,0.5714285714285714,4.0,0.5714285714285714,1,1.2857142857142858,4.126866944681833,1219.7142857142858
6570,gangwug_metacycle,0,1,5,0,1447884113000,1,1,0,1,0,1,1,True,2564,11,930,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.8,2.817754889121121,1934.0
6571,ltierney_rpkg-proftools,0,1,3,1,1363804130000,7,2,0,1,2,5,5,False,2418,12,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4484356183877747,3041.333333333333
6575,ouhscbbmc_adhdrs4calculator,0,1,5,0,1417126937000,4,1,0,1,0,0,0,False,112,7,81,1.0,2.0,0.4,4.0,0.8,4.0,0.8,1,1.6,3.1162611532378173,1204.0
6576,ijlyttle_wsd2015,0,1,0,0,1438373013000,1,1,0,1,0,0,0,False,3,1,14,0.0,,,,,,,1,,,
6578,shabbychef_sadists,1,3,10,0,1392253458000,57,2,3,3,1,3,3,True,749,37,1759,4.0,2.0,0.14285714285714285,2.0,0.09523809523809523,2.0,0.09523809523809523,3,2.0,2.2218813223046565,2623.0
6584,basille_seasonality,1,1,1,0,1400028389000,3,1,1,1,0,1,1,False,346,9,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.470986460348162,3102.0
6585,jimhester_withr,3,36,1,2,1429643908000,26,2,8,9,4,13,13,True,220,15,234,3.0,2.0,1.0,6.0,0.6666666666666666,6.0,0.6666666666666666,9,2.0,2.4620573355817874,2372.0
6587,rweyant_spotifyr,1,2,6,0,1443492976000,6,1,2,2,1,1,1,False,481,14,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8,2.452237130985925,1502.4
6590,ilyakipnis_ikreporting,0,1,4,0,1425861094000,2,1,1,1,13,8,8,False,79,4,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0591553836234686,3102.0
6597,lazappi_rnatools,2,22,8,9,1436492807000,15,1,1,1,0,0,0,False,1224,14,703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.875,2.556028783993048,1214.1666666666667
6599,yihui_knitr,426,738,18,3,1318882144000,607,30,474,510,513,1129,1129,True,4797,47,2584,2609.0,21.0,0.07777777777777778,230.0,0.05010893246187364,243.0,0.05283757338551859,510,1.4615384615384617,3.094743355527666,2189.6153846153848
6600,henrikbengtsson_listenv,1,30,2,0,1432056804000,23,1,2,2,0,6,6,True,973,7,249,4.0,2.0,1.0,2.0,0.5,2.0,0.5,2,,,
6602,robingenuer_vsurf,2,0,5,1,1427467781000,15,1,1,2,1,2,2,True,833,11,898,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.09769533445756,3923.5
6606,christophergandrud_simph,4,16,12,1,1360117741000,124,1,5,5,3,5,5,True,2684,25,2060,7.0,2.0,0.2857142857142857,5.0,0.14285714285714285,7.0,0.2,5,1.9,2.147148469312268,2494.6
6610,miraisolutions_xlconnectjars,0,1,1,0,1407260967000,3,1,2,2,1,0,0,True,3,1,27,13.0,,,,,,,2,,,
6611,sckott_httping,1,2,6,2,1417591822000,14,1,1,1,0,6,6,True,82,4,71,0.0,0.0,0.0,2.0,0.5,2.0,0.5,1,1.5,2.4263562723394982,1128.6
6614,aarongreenberg_elefan,0,25,6,1,1368126348000,6,3,0,3,3,3,3,False,1579,12,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,2.9416505480335267,3102.0
6615,lgatto_msgui,7,11,5,3,1348219826000,7,2,2,2,1,1,1,False,1662,14,183,0.0,1.0,0.5,1.0,0.5,1.0,0.5,2,1.0,1.0,2190.0
6617,seananderson_robustmeta,1,7,3,0,1354661426000,3,2,2,2,2,1,1,False,236,11,180,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.4620573355817874,2570.5
6622,tomasgreif_mondrianr,0,2,4,0,1386418899000,17,1,0,1,1,4,4,False,533,25,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.23565441650548,3102.0
6626,zkamvar_popprxl,0,1,3,1,1436974509000,11,1,1,1,0,0,0,True,33,2,38,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1,2.0,4.432783053755807,1642.0
6630,cancercentrum_decoder,4,45,5,2,1413899354000,14,0,2,2,0,0,0,False,594,24,815,2.0,,,3.0,0.21428571428571427,3.0,0.21428571428571427,2,1.5714285714285714,2.424642616016845,1359.0
6631,ipa-tys_rocr,0,3,2,1,1336237878000,3,2,1,3,7,9,9,True,2053,11,226,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,1.3333333333333333,5475.0
6637,gustavobio_tpl,1,3,3,1,1403842882000,7,1,2,2,1,4,4,False,382,11,113,1.0,1.0,0.25,1.0,0.125,2.0,0.25,2,1.25,3.620812986714272,956.25
6639,trulia_choroplethr,13,25,13,0,1389203810000,81,4,12,13,48,95,95,True,830,17,640,94.0,5.0,0.125,12.0,0.09230769230769233,15.0,0.10714285714285714,13,2.0,1.9604675562121072,1798.428571428571
6641,taltman_rcyc,1,4,1,0,1344880695000,2,1,2,2,4,4,4,False,232,1,86,0.0,,,,,,,2,,,
6642,gjm112_aucci,0,1,9,1,1431563895000,1,2,0,1,2,0,0,False,1613,17,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.338991326886403,3558.25
6646,bxshi_rdsg,0,3,5,2,1415823910000,6,1,0,1,0,0,0,False,236,6,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,4.241328175370729,2463.5
6651,jasenfinch_mzannotation,0,1,5,3,1427653062000,7,1,0,1,0,0,0,False,1163,21,127,3.0,1.0,0.25,0.0,0.0,1.0,0.25,1,2.333333333333333,4.407427769015342,2504.333333333333
6652,airoldilab_sgd,19,69,13,1,1417821059000,19,4,6,6,4,18,18,True,797,15,537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.833333333333333,2.457888487779613,2676.1666666666665
6660,s-u_fasttime,0,1,0,0,1412709647000,4,1,1,1,4,14,14,True,2,1,0,25.0,,,,,,,1,,,
6663,ivanhanigan_disentangle,0,2,13,2,1335446099000,13,2,1,1,1,2,2,False,1127,32,325,3.0,2.0,0.1,0.0,0.0,2.0,0.1,1,2.3076923076923075,3.175216005754929,2641.769230769231
6664,wikimedia-research_wmutils,0,7,5,0,1401820578000,29,1,2,2,1,2,2,False,295,16,637,11.0,0.0,0.0,2.0,0.5,2.0,0.5,2,2.0,3.2313940313276124,2554.5
6666,gluc_data.tree,15,40,14,2,1424437507000,82,3,15,15,7,53,53,True,1243,18,1371,9.0,4.0,0.14814814814814814,16.0,0.11851851851851852,16.0,0.11851851851851852,15,2.2,2.7514006458959184,1946.2222222222226
6667,chiphogg_gppois,0,3,7,0,1338910145000,10,1,1,1,0,1,1,True,2008,21,3561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.8,2.174788807346716,3576.6
6671,dankelley_plan,0,8,0,0,1298639335000,7,1,4,4,2,5,5,True,464,6,16,5.0,,,,,,,4,,,
6672,jasenfinch_orbifieproc,0,1,1,2,1427713645000,8,2,0,1,0,0,0,False,400,7,92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,2769.0
6682,davharris_overcompensation,0,6,5,1,1392852964000,2,1,2,2,1,0,0,False,283,4,34,0.0,0.0,0.0,2.0,0.5,2.0,0.5,2,1.75,2.717343357015966,2554.5
6684,ggobi_ggally,48,92,22,1,1298074726000,130,17,35,49,41,68,68,True,4346,25,2546,326.0,8.0,0.0392156862745098,42.0,0.07142857142857142,47.0,0.07679738562091504,49,2.333333333333333,2.4468211181794266,2464.9
6693,dustinfife_fifer,1,2,9,0,1396035435000,12,2,2,3,2,0,0,True,1634,45,1607,4.0,0.0,0.0,1.0,0.1111111111111111,1.0,0.1111111111111111,3,4.0,3.572764588377359,3254.166666666666
6697,psepho_tocensus,0,1,3,1,1412794338000,3,1,1,1,0,0,0,False,105,6,81,0.0,1.0,0.25,1.0,0.25,1.0,0.25,1,1.5,1.5465045102652601,1277.0
6699,srbhgaur_simplevenn,0,1,0,0,1437818615000,2,1,1,1,0,0,0,False,37,1,21,0.0,,,,,,,1,,,
6701,joelgombin_liremininterieur,2,0,1,0,1401993039000,10,1,1,1,0,0,0,False,114,4,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,6.288175411119813,1277.0
6702,sachaepskamp_statex,0,1,0,0,1321743335000,5,1,0,2,3,12,12,False,185,3,15,0.0,,,,,,,2,,,
6704,polmath_modeest,0,4,5,1,1405199658000,2,2,2,2,1,0,0,True,1998,22,614,62.0,,,,,,,2,1.6666666666666667,0.8424683601907104,3163.0
6712,openmx_openmx,2,5,25,3,1337607514000,182,12,1,5,9,7,7,True,46058,459,14102,37.0,3.0,0.027777777777777776,3.0,0.06666666666666668,6.0,0.05555555555555555,5,2.2666666666666666,3.0452855309086617,2311.2
6713,phonixor_microplate,0,2,13,2,1396952840000,25,1,1,1,0,0,0,False,3395,13,2070,1.0,0.0,0.0,1.0,0.2,1.0,0.2,1,2.5,2.3318410338117808,2831.0
6718,polyphant1_narrative,0,1,12,1,1437568764000,3,1,1,1,0,0,0,False,351,6,194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.1299460439046802,2706.6666666666665
6723,stekhoven_missforest,0,3,4,0,1352732619000,6,1,2,2,0,0,0,True,384,5,111,24.0,,,,,,,2,1.5,,
6729,ropensci_rimpactstory,0,5,6,0,1347048071000,15,4,1,3,4,6,6,True,201,8,142,0.0,0.0,0.0,1.0,0.1111111111111111,2.0,0.16666666666666666,3,2.0,1.1611047673782569,2382.6666666666665
6730,sckott_rtaxamatch,0,3,2,0,1410011447000,6,1,1,1,0,5,5,False,420,9,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,3.282181000562113,1733.5
6731,rappster_bumpr,0,16,0,0,1411430536000,84,1,1,1,0,2,2,False,1465,20,771,0.0,,,,,,,1,,,
6734,matmatt_modis,1,3,11,2,1443537177000,2,2,2,2,0,0,0,False,4918,32,482,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.1111111111111107,4.668362610003149,2696.555555555556
6741,thell_knitliteral,1,0,5,0,1396394117000,2,1,1,1,0,6,6,False,355,10,124,0.0,0.0,0.0,2.0,0.5,2.0,0.5,1,1.5,4.2846185386486475,1231.5
6745,dmirman_psy811,1,2,5,0,1422671654000,3,1,1,1,0,1,1,False,124,7,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.5903213933230926,2524.4
6746,kasperwelbers_corpus-tools,2,0,12,0,1400567721000,8,3,0,1,4,13,13,False,507,6,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9,2.744967580093729,2448.2
6747,mtennekes_tmap,19,23,29,2,1385374584000,58,5,9,9,9,59,59,True,10265,149,2710,21.0,3.0,0.04615384615384616,7.0,0.059829059829059825,8.0,0.06837606837606837,9,4.842105263157895,4.698140825347596,2230.1111111111113
6748,environmentalinformatics-marburg_rsenal,1,2,24,2,1377421968000,126,4,2,3,7,13,13,False,1855,74,2829,15.0,3.0,0.05357142857142857,3.0,0.07142857142857142,4.0,0.057142857142857134,3,2.0,3.953893193898815,2211.4375
6749,raivokolde_gosummaries,1,0,7,2,1353338219000,29,1,2,2,3,1,1,True,1360,6,1003,6.0,0.0,0.0,1.0,0.1,1.0,0.1,2,2.333333333333333,1.9159500737639537,2451.4
6754,arnauddroitlab_consensusseeker,3,6,4,8,1430497003000,6,1,1,1,2,2,2,False,1340,8,2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.333333333333333,2.37244710855405,2007.0
6756,hcbravolab_metagenomeseq,11,19,11,7,1363218945000,153,1,13,13,4,15,15,False,1770,52,1663,4.0,1.0,0.2,3.0,0.04615384615384616,3.0,0.04615384615384616,13,2.555555555555556,2.765032157660178,3041.333333333333
6757,roblanf_pcurver,0,2,4,0,1393467024000,5,1,0,2,3,2,2,False,213,9,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.333333333333333,2.1150120196620144,2858.666666666666
6761,ymyzk_rtconnect,0,1,0,1,1370924293000,12,1,1,1,0,3,3,True,351,10,5,0.0,,,,,,,1,,,
6762,berndbischl_bbmisc,7,47,5,2,1367943477000,63,9,11,12,1,9,9,True,1649,111,1825,86.0,2.0,0.07407407407407407,7.0,0.19444444444444445,8.0,0.19047619047619047,12,1.8,3.347855115527314,2408.6
6763,nwfsc-assess_nwfscageingerror,0,1,0,0,1414166686000,2,2,1,1,0,1,1,False,322,7,218,2.0,,,,,,,1,,,
6765,cdiener_dycone,1,1,16,1,1442598441000,22,2,1,1,0,0,0,False,1131,8,927,2.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.08333333333333333,1,2.0,2.075198490449198,1637.4
6766,rstudio_htmltools,7,41,4,1,1396519863000,29,8,17,20,11,16,16,True,1047,6,965,154.0,6.0,0.375,11.0,0.275,16.0,0.4,20,1.5,3.087092498363261,1870.25
6767,jakobbossek_locu,1,6,5,1,1395231648000,14,1,1,1,1,1,1,False,136,7,82,1.0,1.0,0.25,1.0,0.25,1.0,0.25,1,2.25,4.199354432019768,1915.75
6768,mkao006_sws_flag,0,1,8,3,1411501087000,8,2,0,1,0,0,0,False,480,17,242,0.0,2.0,0.2,1.0,0.2,2.0,0.2,1,2.0,2.5370113951676845,2372.0
6775,vegandevs_vegan3d,4,2,3,0,1410270430000,14,3,1,2,3,6,6,True,496,12,58,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2,1.6666666666666667,3.373092628411777,3102.0
6778,gastonstat_discriminer,0,5,3,0,1347484543000,13,1,3,3,2,0,0,True,1933,47,1787,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,1.8826563507414567,3102.0
6780,joshkatz_needs,0,2,4,1,1449529984000,4,1,2,2,0,20,20,True,271,10,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,4.3429520616272566,1414.0
6783,mlist_htshelpers,1,0,6,1,1377091954000,2,1,2,2,1,0,0,False,126,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.8,1.2762886016229515,2524.4
6784,derek-damron_transform,0,17,2,0,1446404189000,15,1,1,1,0,2,2,False,229,9,419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.7873624071331586,2007.0
6785,robertzk_k,0,5,2,0,1414080418000,2,1,0,1,0,2,2,False,55,5,39,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1,2.0,1.7766191012737038,2189.5
6788,jeffreyhorner_redcap,0,5,1,0,1335453039000,1,2,2,3,9,3,3,False,273,1,14,1.0,,,,,,,3,,,
6790,tomwenseleers_export,0,1,9,4,1436813599000,10,1,1,1,2,9,9,False,517,13,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.833333333333333,2.5215727140950817,2364.1666666666665
6793,cloudyr_aws.signature,0,7,2,0,1418238442000,12,1,4,4,1,3,3,True,135,2,8,11.0,0.0,0.0,2.0,0.5,2.0,0.5,4,1.5,2.1723568431616216,2737.0
6803,atredennick_community_synchrony,6,11,13,3,1430253603000,2,2,1,1,0,0,0,False,4911,47,1553,0.0,1.0,0.0625,1.0,0.125,1.0,0.0625,1,2.1,2.318531365081681,2936.909090909091
6804,homerhanumat_tigerstats,0,2,14,2,1389749076000,109,1,2,2,4,5,5,True,8573,82,3077,4.0,0.0,0.0,5.0,0.2272727272727273,5.0,0.2272727272727273,2,1.5454545454545454,4.10844012209885,1607.5454545454545
6808,aaronjfisher_bootsvd,0,1,1,1,1398135309000,8,0,1,1,0,3,3,True,362,1,659,1.0,,,0.0,0.0,0.0,0.0,1,3.0,2.000322372662798,3102.0
6813,imanuelcostigan_managelocalrepo,0,1,2,1,1389157887000,8,2,0,1,1,1,1,True,81,2,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,1.2310286677908937,1769.5
6814,az0_mlmeta,5,3,8,0,1415339542000,16,1,2,2,0,2,2,False,345,8,312,1.0,0.0,0.0,1.0,0.5,1.0,0.5,2,4.625,3.3150491835762805,2828.25
6817,mlr-org_mlr,411,292,102,3,1377793573000,233,25,76,83,111,339,339,True,17937,445,7663,52.0,27.0,0.04,56.0,0.0249888442659527,65.0,0.02735690235690236,83,2.5,2.3389072166279257,2689.9482758620693
6820,rasmusab_beepr,4,7,2,0,1390773320000,6,3,11,13,8,57,57,True,78,2,64,65.0,0.0,0.0,1.0,0.07692307692307693,1.0,0.07142857142857142,13,1.5,1.2310286677908937,2372.0
6822,armstrtw_rrcov,0,1,8,3,1374544664000,1,1,2,2,1,0,0,True,6032,38,1193,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.333333333333333,2.60826348592306,3102.0
6824,grake_grake,1,6,3,0,1417007645000,12,1,1,3,0,1,1,False,167,6,273,2.0,1.0,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,3,2.5,1.7016927554762582,2737.0
6828,satijalab_seurat,1,5,19,0,1432099382000,4,0,4,6,13,13,13,False,2924,3,1303,1.0,,,0.0,0.0,0.0,0.0,6,2.3846153846153846,1.9001284548495465,3450.5454545454545
6829,astatham_aaron,0,3,9,12,1398848414000,40,1,1,1,1,4,4,False,1093,30,993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.125,3.067237987693386,2059.1428571428573
6832,thelayc_layccasynccheck,0,1,3,0,1418316805000,3,2,1,1,1,0,0,False,102,4,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.9869363295899483,1642.0
6833,danlwarren_rwty,7,53,12,1,1379390036000,10,4,8,8,5,10,10,False,1451,32,868,1.0,0.0,0.0,1.0,0.0125,1.0,0.0125,8,2.2,3.2260457996895875,2238.0
6840,dleutnant_influxdbr,0,1,4,0,1436342390000,17,1,0,1,2,10,10,False,432,4,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.683280637543647,2007.0
6842,jakobbossek_acotsp,2,27,8,1,1421831454000,9,1,1,1,0,0,0,False,536,34,593,1.0,3.0,0.42857142857142855,3.0,0.42857142857142855,3.0,0.42857142857142855,1,2.1666666666666665,3.481433099174116,1672.5
6847,traitecoevo_dockertest,5,20,7,3,1424140252000,15,3,5,5,1,14,14,False,1186,9,222,1.0,5.0,0.2777777777777778,15.0,0.5,16.0,0.5333333333333333,5,1.5555555555555556,3.146708093133185,1405.5
6848,usgs-r_streammetabolizer,32,115,19,2,1429721478000,170,5,5,8,5,0,0,False,3445,55,3122,3.0,5.0,0.07142857142857142,13.0,0.11607142857142858,14.0,0.1111111111111111,8,1.8125,3.0447901127432018,1626.8666666666666
6849,tvganesh_cricketr,0,4,7,4,1435925754000,17,1,4,4,16,12,12,True,1040,45,607,4.0,0.0,0.0,1.0,0.05,1.0,0.05,4,3.1666666666666665,4.0121241462303665,2372.0
6856,ropensci_rdatacite,2,10,4,0,1317839909000,25,2,3,3,1,8,8,True,141,13,366,0.0,2.0,0.25,3.0,0.25,4.0,0.25,3,1.5,3.2328568213557927,1057.0
6857,syounkin_ld-lasso,1,6,1,1,1321117051000,8,1,1,1,0,0,0,False,334,13,72,0.0,,,,,,,1,2.0,0.4706640876853643,3102.0
6862,iqss_zeliggam,0,1,5,0,1444926776000,5,2,1,1,0,0,0,True,391,13,17,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,2.0,0.3333333333333333,1,1.75,3.233856807996605,2235.25
6863,kassambara_factoextra,2,2,9,2,1424537118000,43,2,4,5,9,8,8,False,3729,29,3426,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.142857142857143,2.1289783765300965,2215.5714285714284
6864,sgibb_sgtools,0,1,2,0,1339446861000,18,1,2,2,0,1,1,False,285,11,448,0.0,,,,,,,2,,,
6866,road2stat_protr,0,20,2,3,1353257567000,27,2,3,4,2,8,8,True,3826,40,2851,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,,
6868,zeloff_alkr,0,8,2,1,1356644648000,11,0,1,1,0,0,0,True,292,16,468,1.0,,,,,,,1,,,
6869,sachsmc_plotroc,4,36,9,2,1412619160000,25,2,1,2,4,15,15,True,851,13,542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.2857142857142856,3.2162479888290925,1959.4285714285716
6873,berndbischl_tspmeta,0,1,11,1,1393353217000,6,2,1,1,1,2,2,True,789,26,653,5.0,3.0,0.21428571428571427,3.0,0.42857142857142855,8.0,0.3809523809523809,1,2.5,3.136050963893804,2417.625
6876,johnbaums_mptools,1,1,7,1,1393570722000,42,1,1,1,0,0,0,True,370,11,440,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.1666666666666665,6.177671348218051,2919.5
