,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
6877,dralliag_opera,0,1,7,1,1443450340000,8,1,1,1,0,0,0,False,1596,27,611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.375,3.74642367687627,3310.714285714286
6879,johnmyleswhite_projecttemplate,25,118,21,0,1282670556000,120,11,15,26,108,392,392,True,1020,52,888,68.0,6.0,0.045454545454545456,20.0,0.0641025641025641,21.0,0.0673076923076923,26,1.6923076923076923,1.849532095989164,2792.8461538461543
6880,jaspercooper_sampleselector,0,1,0,0,1436625816000,2,2,0,2,1,0,0,False,19,1,19,0.0,,,,,,,2,,,
6883,hadley_meifly,0,1,3,0,1219808193000,12,1,0,2,1,9,9,True,144,4,90,2.0,1.0,1.0,1.0,0.5,1.0,0.5,2,2.5,,2769.0
6885,hemberg-lab_sc3,5,9,18,2,1454012721000,44,1,1,1,0,1,1,False,1325,7,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6923076923076923,2.3960855955093234,2571.090909090909
6888,joshuaulrich_xts,43,88,8,0,1424914582000,104,6,19,21,19,29,29,True,5079,74,2016,921.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.8333333333333333,1.4133041143008682,3649.6
6892,muschellij2_whitestripe,0,1,3,1,1398741086000,14,1,2,2,0,1,1,True,273,5,317,5.0,1.0,1.0,0.0,0.0,1.0,0.5,2,1.6666666666666667,2.2670729230144224,2737.333333333333
6894,hoxo-m_luxautil,0,2,7,0,1406288239000,6,4,0,1,1,0,0,False,180,8,151,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1,1.7142857142857142,3.407136289416464,1715.0
6895,oscarperpinan_solar,2,4,8,4,1375020881000,13,1,4,4,4,7,7,True,3147,47,674,10.0,2.0,0.5,2.0,0.125,2.0,0.125,4,1.8,6.677854540057572,2360.8
6897,stnava_itkr,0,3,0,0,1426635661000,11,1,4,4,1,0,0,False,26,1,52,0.0,,,,,,,4,,,
6898,wilsonfreitas_transmute,0,5,4,2,1441017816000,7,1,1,1,1,0,0,False,145,4,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,2.0294639162469066,2189.5
6900,davidcarslaw_worldmet,0,1,5,0,1434793897000,11,2,0,2,4,7,7,False,246,6,358,0.0,1.0,0.25,3.0,0.75,3.0,0.75,2,1.75,4.25733690946934,2060.75
6901,droglenc_fsasim,1,2,7,3,1398094195000,10,1,1,1,0,0,0,False,1447,20,1467,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.0,2.8440974567331097,2079.4
6903,ahalterman_phoxy,3,11,6,0,1406512867000,3,3,5,5,4,5,5,False,167,8,162,2.0,0.0,0.0,1.0,0.04,1.0,0.04,5,1.6,2.142766307715548,1356.4
6905,tierneyn_mex,1,7,8,0,1406335883000,9,2,2,2,1,0,0,False,262,9,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5,2.5480100876522376,2233.75
6906,dalpozz_unbalanced,1,0,10,0,1398412614000,2,1,2,2,1,3,3,True,852,13,204,12.0,0.0,0.0,1.0,0.125,1.0,0.125,2,2.8,2.9352420800639325,2417.75
6907,davidarenburg_dt.nuggets,0,1,1,0,1443135491000,4,2,0,1,0,1,1,False,73,6,99,0.0,,,,,,,1,2.0,4.000730727073438,2737.0
6909,allredbw_okmesonet,0,1,1,1,1335196644000,12,1,2,2,0,4,4,True,422,10,444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,,2769.0
6910,npetraco_x3pr,2,2,4,1,1421592782000,5,1,0,4,2,2,2,False,1268,20,975,3.0,0.0,0.0,1.0,0.125,1.0,0.125,4,1.0,5.556241154947396,2189.5
6913,jimhester_primertree,5,13,11,1,1380030044000,12,3,5,6,4,7,7,True,589,6,351,0.0,4.0,0.14814814814814814,10.0,0.1851851851851852,12.0,0.2222222222222222,6,7.5555555555555545,2.3714287625190784,2284.75
6928,mstellwa_rfml,0,10,5,1,1430863019000,16,1,2,2,1,0,0,True,1515,13,1057,1.0,0.0,0.0,1.0,0.25,1.0,0.25,2,1.6666666666666667,2.7902909956604645,1398.666666666667
6932,mkoohafkan_kfigr,5,2,2,1,1403072265000,14,1,8,8,6,24,24,True,100,6,102,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.5,2.9431563289356277,1824.5
6933,ilyakipnis_dstrading,0,5,7,3,1396550234000,14,3,0,1,42,31,31,False,2107,38,504,5.0,1.0,0.05555555555555555,0.0,0.0,1.0,0.05555555555555555,1,1.0,1.7257683215130024,2432.75
6935,dasonk_dmisc,0,3,0,0,1351894788000,14,1,1,2,5,8,8,False,187,12,205,1.0,,,,,,,2,,,
6938,ropengov_rustfare,0,1,7,1,1373186454000,2,2,0,1,1,4,4,False,308,6,279,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.0369135956120425,2159.1666666666665
6941,sheffien_project.init,0,1,3,1,1431939772000,2,1,1,1,0,0,0,False,241,3,117,0.0,1.0,0.25,2.0,0.5,2.0,0.5,1,2.0,3.0939776899443974,2007.0
6942,troyhill_vulntoolkit,0,1,3,0,1397058344000,9,1,0,1,1,2,2,False,823,18,742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,2769.0
6943,petermeissner_robotstxt,2,2,7,0,1448985067000,21,1,2,2,1,7,7,True,312,5,156,1.0,0.0,0.0,5.0,0.35714285714285715,5.0,0.35714285714285715,2,1.6666666666666667,3.157294395234747,1277.0
6945,oscarperpinan_rastervis,20,13,11,6,1374934666000,74,1,10,10,6,21,21,True,1570,19,188,150.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.1111111111111107,3.985709334897959,3244.0
6947,metagraf_rhighcharts,2,4,2,0,1354993684000,26,2,3,4,21,39,39,False,102,6,64,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,6.288175411119813,1277.0
6948,krlmlr_rextdata,0,1,3,0,1446503235000,29,1,1,1,0,0,0,False,167,8,125,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1,1.6666666666666667,3.7873624071331586,1563.666666666667
6952,fmichonneau_starbeastpps,0,1,2,0,1397255287000,1,1,1,1,0,0,0,False,1063,19,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5,4.361531636454093,2919.5
6955,rich-iannone_stationary,6,10,10,0,1384999605000,23,3,12,12,15,106,106,True,1773,4,396,3.0,6.0,0.25,11.0,0.11458333333333333,11.0,0.11458333333333333,12,1.7,2.308666183267689,1470.4444444444446
6956,lgatto_mlinterfaces,0,1,32,11,1404470877000,221,1,1,1,0,1,1,False,2974,41,1639,9.0,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,1,2.6666666666666665,2.231323275820695,3293.8076923076924
6958,benjcunningham_ben,1,3,5,0,1420173565000,9,1,1,1,0,0,0,False,103,7,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,3.1679080007494846,969.25
6963,rpruim_lock5withr,0,4,9,4,1391145284000,14,2,2,2,1,1,1,True,1723,446,2833,2.0,4.0,0.2857142857142857,6.0,0.42857142857142855,7.0,0.3333333333333333,2,1.6666666666666667,3.3572497747849415,1824.0
6964,jcheng5_d3scatter,1,0,2,1,1448315404000,4,1,1,1,0,3,3,False,66,1,24,0.0,2.0,1.0,0.0,0.0,2.0,0.5,1,1.0,1.6681901279707496,547.0
6966,sneumann_ramclustr,2,4,3,2,1382511847000,5,2,4,4,2,0,0,False,377,3,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.333333333333333,3.000161186331399,1920.333333333333
6967,michellelawing_ppgm,0,16,10,0,1439291295000,2,1,1,1,0,0,0,False,682,1,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.625,3.12414512096585,2919.5
6969,rstats-db_dbitest,17,38,7,1,1440187245000,179,2,5,5,5,4,4,False,2123,17,817,1.0,6.0,0.42857142857142855,15.0,0.42857142857142855,16.0,0.3809523809523809,5,1.8333333333333333,4.184049167606463,1013.3333333333335
6970,bomeara_phrapl,0,5,12,1,1436275609000,8,2,2,2,0,1,1,False,4809,4,1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.5555555555555545,2.6933223552542698,2696.444444444445
6974,adolfoalvarez_test2,0,1,3,0,1443691445000,2,2,0,2,0,0,0,False,25,3,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.2328568213557927,1273.0
6977,fawda123_neuralnettools,9,4,9,0,1412719797000,42,2,9,9,5,27,27,True,784,7,976,11.0,0.0,0.0,3.0,0.06666666666666668,3.0,0.06666666666666668,9,3.125,2.6531715694141345,2007.0
6979,adamdsmith_mabm,0,4,11,0,1439838705000,13,1,1,1,0,0,0,False,379,6,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5454545454545454,3.5976694650906054,1706.4444444444446
6981,jonasbhend_geoutils,0,11,2,0,1396949066000,8,1,1,1,0,1,1,False,2013,35,983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.855157962604771,4288.5
6983,santandermetgroup_downscaler,1,3,10,5,1382708378000,53,7,7,7,14,8,8,False,4243,38,2187,1.0,7.0,0.2,5.0,0.14285714285714285,10.0,0.16666666666666666,7,3.2857142857142856,1.5411847820774436,3024.0
6984,armstrtw_fts,1,1,2,2,1232976214000,25,2,2,3,1,6,6,True,563,1,51,6.0,,,,,,,3,2.0,2.588652482269504,3102.0
6985,dankelley_oce,150,722,13,2,1269033822000,1520,4,50,50,12,36,36,True,27051,97,14919,44.0,1.0,0.05,2.0,0.008,2.0,0.008,50,1.6,2.2320695058763493,2897.777777777778
6986,wch_fontcm,2,2,1,0,1337588498000,11,2,4,5,2,8,8,True,1,1,9,4.0,1.0,0.5,1.0,0.2,1.0,0.2,5,1.0,2.2866092404072043,1277.0
6988,krlmlr_rprojroot,1,8,3,0,1432001440000,50,2,3,4,1,11,11,True,162,8,134,1.0,2.0,0.3333333333333333,4.0,0.3333333333333333,4.0,0.3333333333333333,4,1.6666666666666667,4.3794913848648624,1155.3333333333333
6989,grahamrp_heidi,2,3,4,0,1420488842000,6,1,1,1,0,0,0,False,139,1,119,0.0,1.0,0.5,1.0,0.5,1.0,0.5,1,2.0,3.2880458512939517,912.0
6996,johnmyleswhite_log4r,2,7,2,0,1282701402000,14,2,2,4,8,32,32,True,132,8,226,13.0,2.0,0.5,3.0,0.375,3.0,0.375,4,2.0,2.0004215851602023,2372.0
6999,jayjacobs_verisr,3,19,6,1,1379700238000,16,2,8,8,3,10,10,False,1271,8,889,5.0,0.0,0.0,0.0,0.0,1.0,0.04166666666666666,8,2.0,2.7335242239165467,2828.25
7007,liangcj_hds,0,3,4,0,1429597369000,2,1,1,1,0,0,0,False,308,7,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.6018281535649,2189.6666666666665
7009,pierreroudier_dissever,0,2,11,1,1443413444000,5,1,1,1,1,0,0,False,268,2,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.272727272727273,6.820091944899946,1689.3
7010,usepa_r-micromap-package-development,2,28,6,1,1406819587000,5,5,0,4,6,3,3,False,1432,11,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,4.848442415520092,2591.0
7014,davisbrian_seqmeta,11,16,7,1,1431629975000,27,2,3,4,1,1,1,True,1573,15,988,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.5,1.8178512815983467,2965.25
7016,zzawadz_depthproc,0,1,19,1,1380820942000,28,1,0,1,0,2,2,True,1351,35,1618,3.0,0.0,0.0,1.0,0.25,1.0,0.25,1,1.6428571428571428,2.2845999949992106,2933.5384615384614
7018,usgs-r_gsplot,36,273,6,4,1433966890000,85,6,9,9,8,3,3,False,1323,35,992,4.0,3.0,0.1,6.0,0.13333333333333333,7.0,0.15555555555555556,9,2.0,2.9052378809038633,1483.2
7019,nickreich_coarsedatatools,5,38,1,3,1324611876000,17,3,3,3,1,2,2,True,994,7,634,3.0,,,,,,,3,,,
7020,benilton_pdinfobuilder-release,0,2,2,10,1390536332000,4,2,1,2,1,1,1,False,4046,37,1098,0.0,1.0,0.125,0.0,0.0,1.0,0.08333333333333333,2,2.0,,366.0
7023,gangwug_metacyclev100,0,3,1,0,1447869902000,1,1,0,1,0,0,0,False,2288,10,628,0.0,,,,,,,1,2.0,1.4119922630560928,3102.0
7024,meowcat_rmassbankdata,0,5,0,1,1365426017000,3,3,1,2,2,0,0,False,1,1,23,1.0,3.0,1.0,1.0,0.5,4.0,1.0,2,,,
7027,vsbuffalo_pathfindr,0,4,0,0,1427403713000,1,2,1,2,4,5,5,False,33,4,32,0.0,,,,,,,2,,,
7029,johndharrison_rdvr,1,1,4,1,1396341807000,8,1,2,2,0,1,1,True,202,4,102,1.0,1.0,0.3333333333333333,2.0,0.3333333333333333,2.0,0.3333333333333333,2,2.0,4.003656307129798,547.0
7031,jakesherman_jakemisc,0,1,8,1,1417637738000,12,1,1,1,0,0,0,False,2013,26,1727,1.0,0.0,0.0,2.0,0.3333333333333333,2.0,0.3333333333333333,1,1.625,2.347758293691317,1444.25
7037,openmordm_openmordm,0,4,24,3,1437596894000,4,1,1,1,0,3,3,False,5143,8,1362,1.0,0.0,0.0,1.0,0.1,1.0,0.1,1,2.0,2.4100640998713843,2893.5714285714284
7044,thehyve_opencpurscripts,0,1,10,0,1437661500000,9,1,0,1,0,0,0,False,491,8,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5,2.123808827482569,2438.333333333333
7045,etiennebr_visualraster,2,5,11,2,1371579854000,10,1,3,3,0,5,5,False,106,8,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.9,3.8878002923511352,2682.3
7051,rglab_immunespacer,3,3,11,6,1402551631000,79,6,7,7,3,6,6,False,1194,11,299,3.0,2.0,0.04166666666666666,4.0,0.07142857142857142,5.0,0.06944444444444445,7,2.4545454545454546,2.306629617968152,2747.8
7057,nickbond_hydrostats,0,3,2,3,1407301043000,25,2,2,3,1,3,3,True,653,18,13,3.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,3,1.5,2.0018281535649,1658.0
7062,ropensci_gistr,23,40,9,3,1400676083000,79,7,11,13,8,49,49,True,857,28,903,6.0,4.0,0.08163265306122447,31.0,0.3406593406593407,32.0,0.3516483516483517,13,1.4444444444444444,3.8641597085084416,918.7777777777777
7066,jakeruss_sneezr,1,0,7,0,1431228615000,5,1,1,1,0,1,1,False,45,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7142857142857142,2.038891932637442,1379.571428571429
7070,rapporter_rapportools,0,1,5,0,1388880086000,8,1,1,1,0,2,2,True,552,11,602,8.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1,1.75,1.2148189246798304,2882.0
7073,mariev_chromatoplotsgui,4,0,12,8,1292610609000,14,1,1,1,0,0,0,False,1835,35,847,1.0,1.0,0.08333333333333333,2.0,0.16666666666666666,2.0,0.16666666666666666,1,1.4545454545454546,1.9386184595511424,1844.6
7075,cloudyr_aws.ses,0,2,4,0,1418930680000,3,1,1,1,0,1,1,False,176,8,27,0.0,1.0,0.3333333333333333,3.0,1.0,3.0,1.0,1,1.6666666666666667,2.517246365519946,1402.0
7078,rcavalcante_annotatr,19,48,8,5,1448420344000,62,2,1,2,3,13,13,False,1381,17,2126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,3.4033508755688864,1391.125
7080,seandavi_geoquery,5,22,5,4,1374216250000,43,3,8,8,2,6,6,False,1272,22,124,307.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2.0,5.338208409506398,547.0
7081,krlmlr_tibble,6,21,6,2,1458852370000,333,23,5,8,0,1,1,True,575,12,418,0.0,14.0,0.15217391304347827,11.0,0.34375,18.0,0.17307692307692307,8,1.5,3.2328568213557927,1190.75
7082,ironholds_reconstructr,2,18,3,0,1417854542000,10,2,1,2,1,8,8,True,47,6,231,7.0,0.0,0.0,1.0,0.25,1.0,0.25,2,2.0,3.2328568213557927,1459.5
7088,datawookie_urlshortener,1,0,4,0,1441626590000,2,1,2,2,1,1,1,True,73,6,91,2.0,0.0,0.0,1.0,0.25,1.0,0.25,2,1.6666666666666667,2.7902909956604645,1398.666666666667
7090,gmbecker_gran,3,6,3,6,1402159945000,77,3,5,6,3,12,12,False,1513,30,853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.3333333333333333,2.9318181818181817,2021.666666666667
7091,reichlab_ssr-influenza-competition,1,3,8,1,1449608475000,3,2,2,2,1,0,0,False,1478,8,744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.625,1.7413586843711075,1850.2857142857144
7093,pirategrunt_mrmr,0,7,8,1,1358522557000,19,1,1,1,2,3,3,True,1827,13,809,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.2857142857142856,2.638310789858699,2163.428571428572
7099,wgmg_msy,0,3,8,1,1380796023000,28,3,1,2,3,0,0,False,2236,14,1045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.1666666666666665,2.5277067145425525,2780.0
7100,trinker_sentimentr,1,8,7,6,1439686555000,30,1,1,1,1,34,34,False,932,21,901,0.0,1.0,0.2,2.0,0.4,2.0,0.4,1,1.75,2.7989804605835134,1864.571428571429
7107,edonnachie_queuer,0,4,0,0,1445618639000,2,1,1,1,0,0,0,False,222,14,122,0.0,,,,,,,1,,,
7109,jbkunst_riskr,0,1,18,0,1428603925000,25,1,1,1,2,5,5,True,684,14,594,0.0,1.0,0.06666666666666668,1.0,0.06666666666666668,1.0,0.06666666666666668,1,1.7142857142857142,2.9730840050265037,1272.5714285714287
7110,rexamine_icudt,0,3,0,0,1417122519000,1,1,2,2,1,1,1,False,8,2,53,0.0,,,,,,,2,,,
7111,rstudio_addinexamples,2,3,4,1,1450313121000,12,3,7,7,12,21,21,False,232,6,52,0.0,5.0,0.4166666666666667,14.0,0.5,14.0,0.5,7,1.0,4.145001782342357,684.0
7112,fsotoc_grtools,1,1,3,0,1426024744000,3,2,2,3,1,3,3,False,1762,38,977,1.0,,,,,,,3,,,
7114,dwinter_mdm,0,5,4,1,1443560039000,4,1,1,1,1,1,1,True,768,5,212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,1.4429973118362378,3528.0
7115,richfitz_traitfill,0,6,2,0,1429835675000,1,3,3,3,1,1,1,False,130,3,75,1.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,3,2.0,3.2328568213557927,1459.5
7118,jeroenooms_opencpu,46,127,13,4,1369172712000,116,2,53,55,56,239,239,True,3757,127,700,12.0,6.0,0.3333333333333333,17.0,0.034343434343434336,17.0,0.034343434343434336,55,1.5555555555555556,3.319952927674495,1337.888888888889
7127,agstudy_rsqlserver,10,14,5,2,1383308521000,22,3,16,17,20,49,49,True,847,10,135,12.0,2.0,0.2222222222222222,5.0,0.09803921568627452,5.0,0.0925925925925926,17,2.0,2.547457953974999,2007.0
7128,rappster_filesystr,0,4,2,1,1412428128000,17,1,1,1,0,0,0,False,1881,62,1792,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1,1.3333333333333333,1.9017320316244997,1425.666666666667
7129,blmoore_blmr,0,1,1,0,1406630026000,2,1,1,1,0,1,1,False,433,6,307,0.0,,,,,,,1,2.0,0.5883301096067053,3102.0
7134,gastrograph_rtwilio,0,3,4,0,1415029968000,5,2,1,1,0,0,0,False,45,3,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.954407825699802,912.0
7136,rappster_yamlr,1,5,1,0,1413217365000,62,1,1,1,0,0,0,False,958,35,901,2.0,,,,,,,1,3.0,2.25,2920.0
7138,dfalbel_ifelser,1,3,4,0,1430418762000,2,2,2,2,1,1,1,False,75,2,41,1.0,0.0,0.0,2.0,0.25,2.0,0.25,2,1.75,2.8225139320921624,1091.5
7141,robjhyndman_demography,7,11,7,0,1334728923000,12,2,10,10,7,9,9,True,2969,14,306,11.0,2.0,0.5,3.0,0.15,3.0,0.15,10,3.8333333333333335,3.9529408831219417,3223.833333333333
7143,europeanforestinstitute_tradeflows,1,0,15,1,1447841622000,15,1,2,2,1,0,0,False,1418,18,1134,2.0,0.0,0.0,1.0,0.05,1.0,0.05,2,1.6666666666666667,2.6899021045365745,1748.5
7145,tsunamical28_mdpr,0,2,8,0,1430851842000,13,2,0,1,0,0,0,False,926,8,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.6666666666666667,2.496884252000413,1645.333333333333
7147,jpinelo_optiquantr,0,1,4,2,1440759035000,4,1,1,1,0,0,0,True,193,4,143,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,2.798142095908544,1915.75
7148,rappster_reactr,6,24,5,3,1411589981000,88,1,1,1,1,6,6,False,7128,107,5481,2.0,3.0,0.5,4.0,0.6666666666666666,5.0,0.8333333333333334,1,1.4285714285714286,2.878003157206722,1590.428571428571
7149,cole-trapnell-lab_monocle-release,4,0,12,10,1404508459000,13,1,3,3,8,16,16,False,1396,4,600,0.0,1.0,0.125,0.0,0.0,1.0,0.04166666666666666,3,2.4,1.8906370135325103,2512.875
7150,sahilseth_params,0,6,3,2,1437755080000,20,1,1,1,0,0,0,True,428,9,324,3.0,0.0,0.0,1.0,0.25,1.0,0.25,1,2.0,1.8983047189791933,1566.0
7154,krose_mkonline,0,3,6,0,1432882100000,1,1,1,1,0,0,0,False,72,3,47,0.0,0.0,0.0,2.0,0.4,2.0,0.4,1,1.6666666666666667,2.506648876845589,1244.6666666666667
7159,wzchen_statrank,1,1,4,1,1386109882000,1,1,1,2,1,1,1,True,849,7,636,2.0,0.0,0.0,1.0,0.16666666666666666,2.0,0.2222222222222222,2,2.333333333333333,2.1723568431616216,2737.0
7160,iesiee_pvf,1,4,13,1,1411745991000,8,2,1,1,1,0,0,False,360,11,85,0.0,5.0,0.35714285714285715,4.0,0.5714285714285714,5.0,0.35714285714285715,1,1.75,6.034761864835332,2638.75
7162,usccana_netdiffuser,3,1,13,5,1418949899000,59,2,3,3,1,7,7,True,3596,41,4467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7.4444444444444455,2.346853544596944,2797.888888888889
7164,fcharte_mldr,3,25,6,4,1410799922000,42,2,6,6,1,6,6,True,1412,19,576,8.0,2.0,0.2,2.0,0.06666666666666668,3.0,0.1,6,1.25,6.498958525966245,740.0
7167,selcukorkmaz_mvn,0,1,9,1,1437164077000,2,1,1,1,1,0,0,True,501,8,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.875,2.5082363323059482,2946.375
7168,kkdey_tmcmcr,0,1,6,1,1441602190000,18,1,0,1,0,0,0,False,864,21,280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.75,2.6380690832967506,3011.0
7169,harrysouthworth_sbhm,0,1,3,0,1427889671000,4,2,0,1,1,0,0,False,140,2,105,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,1.5,2.575243655275921,2737.0
7172,kevinushey_timeit,0,2,2,0,1357699454000,2,1,3,3,0,4,4,True,197,1,136,0.0,1.0,0.5,0.0,0.0,2.0,0.3333333333333333,3,2.5,1.4869186088535389,2554.5
7181,cloudyr_aws.sns,0,2,4,0,1418927474000,7,1,1,1,0,5,5,False,381,6,241,0.0,1.0,0.5,2.0,1.0,2.0,1.0,1,1.3333333333333333,2.954407825699802,793.6666666666665
7182,alandasilva_teomatrix,0,1,0,0,1449250470000,1,1,0,1,1,0,0,False,4,1,9,0.0,,,,,,,1,,,
7186,usgs-r_grantools,6,186,6,2,1423009738000,6,8,7,9,9,0,0,False,316,9,125,0.0,0.0,0.0,4.0,0.07407407407407407,4.0,0.07407407407407407,9,1.8333333333333333,2.676003406216043,1829.833333333333
7188,brodieg_alike,3,32,4,2,1408318923000,20,1,1,1,0,0,0,False,237,7,345,2.0,1.0,0.25,1.0,0.25,1.0,0.25,1,2.0,2.7445560629775794,1846.2
7190,smartinsightsfromdata_rd3pie,0,1,4,1,1420972777000,4,1,2,2,1,5,5,False,123,4,51,2.0,0.0,0.0,2.0,0.25,2.0,0.25,2,1.25,3.4306105727498704,817.75
7192,beanumber_mdsr,1,5,10,0,1433183716000,19,2,3,3,1,2,2,False,221,12,396,0.0,2.0,0.125,5.0,0.20833333333333331,5.0,0.20833333333333331,3,1.4285714285714286,2.7254728190499877,1281.5714285714287
7193,cancercentrum_rccdates,3,23,4,1,1413291555000,11,1,2,2,0,0,0,False,250,12,231,7.0,1.0,0.2,2.0,0.2,2.0,0.2,2,1.75,2.140346056928911,1840.75
7195,sailthru_tidyjson,16,35,7,0,1410697469000,11,3,8,8,4,56,56,True,232,15,473,7.0,0.0,0.0,3.0,0.0625,3.0,0.0625,8,1.7142857142857142,2.7373156805918883,1311.7142857142858
7197,haziqjamil_iprior,3,20,4,0,1449489534000,8,1,2,2,0,0,0,False,598,7,109,0.0,,,,,,,2,2.0,3.1769825918762087,3102.0
7207,traitecoevo_baad.data,0,1,2,1,1431069138000,3,2,4,4,0,1,1,False,39,1,43,1.0,1.0,0.25,3.0,0.375,5.0,0.5,4,1.3333333333333333,1.9234822934232716,1648.333333333333
7208,gasse_bnlearn-clone-3.4,0,1,4,3,1382608359000,1,1,2,2,1,0,0,False,9723,74,2311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.3333333333333333,1.4145497528476252,4684.0
7212,spluque_divemove,1,0,6,3,1369109834000,62,1,2,2,1,0,0,True,2178,19,786,8.0,,,,,,,2,2.75,3.480818826563508,2874.0
7213,borishejblum_tcgsa,2,8,11,7,1398761338000,46,2,2,3,1,0,0,True,2337,20,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.8,1.5855211950682908,3763.75
7218,shenlab-sinai_geneoverlap,0,1,3,4,1382718647000,5,1,2,2,1,0,0,False,541,7,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,1.3333333333333333,5475.0
7222,giobo_tr8,3,50,9,1,1412243566000,25,1,3,3,3,1,1,True,1507,33,1314,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.2,2.8918475058655666,2139.25
7233,thibautjombart_outbreaktools,1,1,16,2,1425554030000,11,11,3,3,0,1,1,True,3438,41,1803,10.0,1.0,0.011363636363636364,0.0,0.0,1.0,0.010416666666666666,3,2.75,2.3506702008230733,2405.083333333333
7235,seqanswers_abscnseq,0,2,0,0,1410555707000,1,1,2,2,2,0,0,False,466,1,31,2.0,,,,,,,2,,,
7236,karlines_ccsolve,2,0,5,1,1428672659000,2,1,2,2,0,2,2,False,2372,22,575,2.0,1.0,1.0,1.0,0.5,1.0,0.5,2,1.5,1.0385140855423578,3649.5
7240,cdeterman_omicsmarker,1,1,19,2,1382040451000,34,1,1,1,1,1,1,False,4892,54,1984,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.357142857142857,3.210243420649149,2479.538461538461
7245,piersharding_dplyrimpaladb,4,4,5,1,1411282424000,4,2,5,6,8,9,9,False,433,1,168,0.0,0.0,0.0,4.0,0.1111111111111111,4.0,0.1111111111111111,6,1.4,2.2319427445733435,1198.6
